server,mcp_kind,asset,asset_sensitivity,asset_description,tool,tool_impact,tool_description,blast_radius,blast_escape,cell_score
fs:corp,filesystem,sensitive/financials/,4,directory scope 'sensitive/financials' containing 1 file(s) [csv] — one enumeration exposes all of them,search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",1,none,8.0
fs:corp,filesystem,sensitive/financials/,4,directory scope 'sensitive/financials' containing 1 file(s) [csv] — one enumeration exposes all of them,get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",4,none,32.0
fs:corp,filesystem,sensitive/financials/,4,directory scope 'sensitive/financials' containing 1 file(s) [csv] — one enumeration exposes all of them,list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,2,none,16.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,,none,
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",4,none,48.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,,none,
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,5,b,60.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,4,none,80.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,4,none,64.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",,none,
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,1,none,8.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",1,none,8.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",4,none,32.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",1,none,16.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",1,none,8.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",4,none,32.0
fs:corp,filesystem,source_code/,4,directory scope 'source_code' containing 1 file(s) [c] — one enumeration exposes all of them,list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,1,none,8.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,5,b,75.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",5,b,75.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,1,none,15.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,5,b,75.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,1,none,20.0
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",,none,
fs:corp,filesystem,file-contents,5,(auto-generated asset to home an uncovered tool; description not persisted),list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,1,none,6.0
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,4,none,24.0
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",2,none,8.0
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",,none,
fs:corp,filesystem,media-records,2,(auto-generated asset to home an uncovered tool; description not persisted),list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,1,none,9.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",1,none,9.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,3,none,27.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,1,none,15.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,3,none,36.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",2,none,24.0
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",,none,
fs:corp,filesystem,file-records,3,(auto-generated asset to home an uncovered tool; description not persisted),list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",3,none,12.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,4,none,8.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",4,none,8.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",4,none,8.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",3,none,12.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",4,none,8.0
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",,none,
fs:corp,filesystem,directory-structure,1,(auto-generated asset to home an uncovered tool; description not persisted),list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,4,none,8.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,4,none,24.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,4,none,16.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",4,none,16.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",4,none,16.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",,none,
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",4,none,16.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",3,none,12.0
fs:corp,filesystem,directory-contents,2,(auto-generated asset to home an uncovered tool; description not persisted),list_allowed_directories,2,Returns the list of directories that this server is allowed to access. Subdirectories within these allowed directories are also accessible. Use this to understand which directories and their nested paths are available before trying to access files.,2,none,8.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),read_file,3,Read the complete contents of a file as text. DEPRECATED: Use read_text_file instead.,,none,
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),read_text_file,3,"Read the complete contents of a file from the file system as text. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Operates on the file as text regardless of extension. Only works within allowed directories.",,none,
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),read_media_file,3,Read an image or audio file. Returns the base64 encoded data and MIME type. Only works within allowed directories.,,none,
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),read_multiple_files,3,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.,,none,
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),write_file,5,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.,3,none,60.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),edit_file,4,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.,3,none,48.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),create_directory,4,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories.",3,none,48.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),list_directory,2,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.,4,none,32.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),list_directory_with_sizes,2,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories.",4,none,32.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),directory_tree,2,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories.",4,none,32.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),move_file,4,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories.",3,none,48.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),search_files,2,"Recursively search for files and directories matching a pattern. The patterns should be glob-style patterns that match paths relative to the working directory. Use pattern like '*.ext' to match files in current directory, and '**/*.ext' to match files in all subdirectories. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.",3,none,24.0
fs:corp,filesystem,file-directory,4,(auto-generated asset to home an uncovered tool; description not persisted),get_file_info,2,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories.",1,none,8.0
